1618295939.257201421		0.00		0.00		0.00		9.82		-0.03		0.16		
1618295939.267199943		0.00		0.00		0.00		9.82		0.01		0.13		
1618295939.277207200		0.00		-0.00		0.00		9.82		-0.03		0.18		
1618295939.287224627		0.00		0.00		0.00		9.83		-0.02		0.15		
1618295939.297196668		0.00		0.00		0.00		9.81		-0.01		0.12		
1618295939.307231077		0.15		-0.15		16.55		2.89		31.43		14.29		
1618295939.317217435		0.00		0.00		0.00		9.80		0.01		0.12		
1618295939.327214283		0.00		0.00		0.00		9.82		-0.01		0.13		
1618295939.337202295		0.00		0.00		0.00		9.83		0.02		0.10		
1618295939.347217557		0.00		0.00		0.00		9.83		-0.06		0.17		
1618295939.357226568		0.00		0.00		0.00		9.81		-0.03		0.17		
1618295939.367276215		0.00		0.00		0.00		9.81		0.02		0.11		
1618295939.377204645		0.00		0.00		-0.00		9.83		-0.03		0.16		
1618295939.387201753		0.00		0.00		0.00		9.81		0.02		0.11		
1618295939.397255879		-0.00		-0.00		0.00		9.82		0.01		0.11		
1618295939.407205679		0.00		0.00		0.00		9.83		0.02		0.11		
1618295939.417218397		0.00		0.00		0.00		9.81		-0.06		0.18		
1618295939.427210957		0.00		0.00		0.00		9.81		0.00		0.11		
1618295939.437272165		0.00		-0.29		16.41		5.75		37.15		20.00		
1618295939.447204943		0.00		0.00		0.00		9.83		-0.01		0.17		
1618295939.457199106		0.00		0.00		0.00		9.83		-0.03		0.16		
1618295939.467207596		0.00		0.00		0.00		9.86		-0.06		0.18		
1618295939.477219402		0.00		0.00		0.00		9.79		-0.03		0.16		
1618295939.487225958		0.00		0.00		0.00		9.83		0.00		0.13		
1618295939.497202639		0.00		0.00		0.00		9.83		0.00		0.13		
1618295939.507232509		0.29		-0.15		15.97		5.75		34.29		14.29		
1618295939.517237381		0.00		-0.29		16.55		-5.68		48.57		20.00		
1618295939.527225734		0.00		-0.00		0.00		9.84		0.00		0.11		
1618295939.537196864		0.00		0.00		-0.00		9.81		-0.01		0.13		
1618295939.547242072		0.00		0.00		0.00		9.87		-0.03		0.16		
1618295939.557226908		0.00		0.00		0.00		9.82		-0.04		0.17		
1618295939.567211723		0.00		0.00		0.00		9.84		-0.04		0.19		
1618295939.577217949		0.00		0.00		0.00		9.81		-0.03		0.17		
1618295939.587260893		0.15		-0.29		16.70		-8.54		45.71		14.29		
1618295939.597195284		0.00		0.00		0.00		9.80		0.00		0.11		
1618295939.607231967		-0.00		0.00		0.00		9.80		0.04		0.09		
1618295939.617213166		0.00		0.00		0.00		9.84		-0.03		0.17		
1618295939.627245160		0.00		0.00		0.00		9.83		-0.02		0.15		
1618295939.637208144		0.00		0.00		0.00		9.83		-0.06		0.18		
1618295939.647216784		0.00		0.00		0.00		9.79		-0.01		0.15		
1618295939.657208543		0.00		0.00		0.00		9.82		0.02		0.09		
1618295939.667214869		0.00		-0.00		0.00		9.83		-0.03		0.16		
1618295939.677220273		0.00		0.00		0.00		9.81		0.00		0.13		
1618295939.687393101		0.00		0.00		0.00		9.83		-0.02		0.15		
1618295939.697233696		0.00		0.00		0.00		9.81		0.01		0.11		
1618295939.707236064		0.00		0.00		0.00		9.81		0.00		0.13		
1618295939.717220509		-0.00		-0.00		0.00		9.82		0.00		0.13		
1618295939.727212598		0.00		0.00		0.00		9.86		-0.04		0.16		
1618295939.737207813		0.00		0.00		16.26		-2.82		39.99		20.00		
1618295939.747260386		0.00		0.00		0.00		9.81		-0.01		0.12		
1618295939.757201449		0.00		0.00		-0.00		9.82		-0.03		0.17		
1618295939.767218756		0.00		-0.00		0.00		9.77		0.04		0.10		
1618295939.777219712		0.00		0.00		0.00		9.83		-0.02		0.13		
1618295939.787231478		0.00		0.00		0.00		9.81		-0.01		0.13		
1618295939.797236982		0.00		0.00		0.00		9.81		0.03		0.12		
1618295939.807222759		-0.15		-0.15		16.41		11.46		22.86		14.29		
1618295939.817214728		0.00		0.00		0.00		9.84		-0.01		0.11		
1618295939.827209522		0.00		0.00		0.00		9.82		-0.02		0.11		
1618295939.837223001		0.00		0.00		0.00		9.82		0.00		0.12		
1618295939.847236420		0.00		0.00		0.00		9.83		-0.04		0.18		
1618295939.857220575		0.00		0.00		0.00		9.83		-0.01		0.13		
1618295939.867224666		0.29		-0.15		16.55		0.03		34.29		14.29		
1618295939.877221594		0.00		0.00		0.00		9.84		-0.03		0.17		
1618295939.887233861		0.00		-0.15		16.26		2.89		40.01		14.29		
1618295939.897257911		0.00		0.00		0.00		9.82		0.01		0.11		
1618295939.907205516		-0.00		0.00		0.00		9.81		0.01		0.12		
1618295939.917218795		0.00		-0.00		0.00		9.84		-0.04		0.16		
1618295939.927225762		0.00		0.00		0.00		9.84		-0.04		0.18		
1618295939.937196030		0.29		-0.29		16.41		2.89		31.43		20.00		
1618295939.947199421		0.00		0.00		0.00		9.80		0.01		0.11		
1618295939.957254808		0.00		0.00		0.00		9.82		-0.02		0.13		
1618295939.967238552		0.00		0.00		-0.00		9.80		-0.01		0.16		
1618295939.977227365		0.00		0.00		0.00		9.83		0.00		0.11		
1618295939.987194568		0.00		-0.00		0.00		9.80		0.00		0.12		
1618295939.997235769		0.00		0.00		0.00		9.82		0.03		0.09		
1618295940.007197340		-0.00		0.00		0.00		9.82		-0.04		0.19		
1618295940.017205179		0.00		-0.00		0.00		9.80		0.02		0.12		
1618295940.027232124		0.00		0.00		0.00		9.83		-0.01		0.16		
1618295940.037218412		0.00		0.00		0.00		9.84		-0.04		0.16		
1618295940.047218366		0.00		0.00		0.00		9.80		0.02		0.11		
1618295940.057238638		0.00		0.00		0.00		9.82		-0.01		0.13		
1618295940.067230206		0.29		-0.15		16.11		5.75		28.58		14.29		
1618295940.077219179		0.00		0.00		0.00		9.83		0.01		0.10		
1618295940.087219824		0.00		0.00		0.00		9.82		-0.01		0.13		
1618295940.097220931		0.00		0.00		0.00		9.81		-0.02		0.15		
1618295940.107202851		-0.00		0.00		0.00		9.82		0.02		0.13		
1618295940.117235646		0.29		-0.15		16.70		-2.82		42.85		20.00		
1618295940.127218989		0.00		0.00		0.00		9.81		-0.01		0.13		
1618295940.137222199		0.00		0.00		0.00		9.81		0.01		0.11		
1618295940.147201684		0.00		-0.00		-0.00		9.82		0.02		0.10		
1618295940.157225342		0.00		0.00		0.00		9.81		-0.02		0.15		
1618295940.167218393		0.00		0.00		0.00		9.77		0.06		0.10		
1618295940.177216013		0.00		0.00		0.00		9.86		0.00		0.13		
1618295940.187205377		0.00		0.00		0.00		9.81		0.00		0.10		
1618295940.197262688		0.00		0.00		0.00		9.83		-0.01		0.13		
1618295940.207252363		0.00		0.00		0.00		9.83		-0.01		0.17		
1618295940.217212292		-0.00		-0.00		0.00		9.83		-0.04		0.18		
1618295940.227224078		0.00		0.00		0.00		9.82		0.01		0.11		
1618295940.237218712		-0.00		0.00		0.00		9.81		0.03		0.10		
1618295940.247218856		-0.00		0.00		0.00		9.82		0.02		0.11		
1618295940.257209553		0.00		0.00		0.00		9.80		0.00		0.12		
1618295940.267293253		0.00		0.00		0.00		9.81		0.00		0.12		
1618295940.277282046		-0.00		0.00		-0.00		9.81		0.00		0.15		
1618295940.287205366		0.00		0.00		0.00		9.81		-0.01		0.13		
1618295940.297195462		0.00		0.00		0.00		9.79		0.01		0.11		
1618295940.307189204		0.00		0.00		0.00		9.80		-0.02		0.12		
1618295940.317189118		0.00		0.00		0.00		9.83		-0.02		0.15		
1618295940.327201385		0.00		0.00		0.00		9.83		-0.03		0.16		
1618295940.337189967		0.00		0.00		0.00		9.82		-0.03		0.18		
1618295940.347205430		0.00		0.00		0.00		9.80		0.02		0.09		
1618295940.357216645		0.00		0.00		0.00		9.82		-0.01		0.13		
1618295940.367236186		0.00		0.00		0.00		9.82		-0.01		0.15		
1618295940.377236851		-0.00		0.00		0.00		9.80		-0.01		0.15		
1618295940.387222458		0.00		0.00		0.00		9.84		-0.03		0.15		
1618295940.397215328		0.00		0.00		0.00		9.83		0.01		0.11		
1618295940.407248344		0.00		0.00		-0.00		9.82		0.02		0.10		
1618295940.417201430		0.00		0.00		0.00		9.81		0.01		0.16		
1618295940.427230098		0.00		0.00		0.00		9.82		-0.01		0.15		
1618295940.437220133		0.15		0.00		16.26		2.89		31.43		20.00		
1618295940.447231899		0.00		0.00		15.82		11.46		22.86		14.29		
1618295940.457219209		0.00		0.00		0.00		9.80		0.04		0.10		
1618295940.467240012		0.00		0.00		0.00		9.83		-0.01		0.15		
1618295940.477197235		0.00		0.00		0.00		9.81		-0.02		0.15		
1618295940.487206527		0.00		-0.00		0.00		9.80		0.02		0.10		
1618295940.497208835		0.00		0.00		0.00		9.83		-0.03		0.18		
1618295940.507209300		0.00		0.00		0.00		9.83		-0.06		0.16		
1618295940.517208162		0.00		0.00		0.00		9.80		0.03		0.08		
1618295940.527227552		0.00		-0.29		16.11		0.03		40.01		14.29		
1618295940.537221104		0.00		-0.44		16.41		2.89		37.15		20.00		
1618295940.547217772		-0.00		0.00		0.00		9.80		0.02		0.09		
1618295940.557196516		0.00		0.00		0.00		9.81		-0.02		0.12		
1618295940.567233409		0.00		0.00		0.00		9.81		-0.01		0.13		
1618295940.577209789		0.00		0.00		0.00		9.80		0.03		0.11		
1618295940.587208661		0.00		-0.00		0.00		9.79		0.01		0.12		
1618295940.597242838		0.00		0.00		0.00		9.80		0.03		0.10		
1618295940.607218697		0.15		-0.15		16.55		-5.68		45.71		14.29		
1618295940.617233729		0.00		-0.15		16.85		-8.54		51.42		20.00		
1618295940.627196774		0.00		0.00		0.00		9.80		0.02		0.09		
1618295940.637211145		0.00		0.00		0.00		9.83		-0.04		0.16		
1618295940.647203765		0.00		0.00		0.00		9.84		-0.04		0.18		
1618295940.657216703		-0.00		0.00		0.00		9.81		0.02		0.09		
1618295940.667195938		0.00		0.00		0.00		9.81		0.01		0.12		
1618295940.677213315		0.00		0.00		0.00		9.82		-0.01		0.13		
1618295940.687204522		0.00		0.00		0.00		9.83		-0.04		0.17		
1618295940.697212320		-0.00		0.00		0.00		9.81		-0.03		0.16		
1618295940.707201564		-0.00		0.00		0.00		9.80		0.02		0.11		
1618295940.717209714		0.00		-0.15		16.55		0.03		34.29		20.00		
1618295940.727225387		0.15		-0.15		16.55		0.03		37.15		14.29		
1618295940.737222976		0.29		-0.29		16.41		-11.40		48.57		20.00		
1618295940.747205106		0.00		0.00		0.00		9.83		0.01		0.12		
1618295940.757241088		0.15		-0.29		16.55		0.03		31.43		20.00		
1618295940.767208531		0.00		0.00		0.00		9.81		-0.01		0.15		
1618295940.777218844		0.00		0.00		0.00		9.80		0.02		0.13		
1618295940.787203750		0.00		-0.00		0.00		9.84		-0.01		0.13		
1618295940.797204134		0.00		0.00		0.00		9.81		0.02		0.09		
1618295940.807205250		0.00		0.00		0.00		9.80		0.00		0.13		
1618295940.817250569		0.00		0.00		16.26		8.61		25.72		20.00		
1618295940.827225797		0.00		-0.00		0.00		9.82		-0.03		0.16		
1618295940.837224919		-0.00		0.00		0.00		9.84		-0.04		0.15		
1618295940.847210135		0.00		0.00		0.00		9.82		0.00		0.13		
1618295940.857208657		0.00		0.00		0.00		9.79		0.06		0.10		
1618295940.867237635		0.00		0.00		0.00		9.81		0.01		0.13		
1618295940.877205989		0.00		-0.00		0.00		9.82		0.00		0.11		
1618295940.887185294		-0.00		0.00		0.00		9.80		-0.01		0.15		
1618295940.897203111		0.00		0.00		0.00		9.81		0.00		0.15		
1618295940.907218775		0.29		0.29		16.26		-5.68		42.85		14.29		
1618295940.917205033		0.00		0.00		-0.00		9.81		0.02		0.11		
1618295940.927203825		0.00		-0.00		0.00		9.82		-0.02		0.15		
1618295940.937206283		0.00		0.00		0.00		9.80		0.03		0.09		
1618295940.947287720		0.00		0.00		0.00		9.82		-0.02		0.16		
1618295940.957214857		-0.00		0.00		0.00		9.81		-0.02		0.17		
1618295940.967234318		0.00		0.00		0.00		9.83		-0.01		0.15		
1618295940.977209525		-0.00		-0.00		0.00		9.83		-0.06		0.18		
1618295940.987203478		-0.00		0.00		0.00		9.82		0.01		0.09		
1618295940.997192932		0.00		0.00		0.00		9.84		-0.01		0.12		
1618295941.007243521		0.00		0.00		0.00		9.82		-0.02		0.17		
1618295941.017215111		0.00		0.00		0.00		9.81		0.01		0.13		
1618295941.027215135		0.00		-0.00		0.00		9.81		0.02		0.10		
1618295941.037229616		0.00		-0.00		0.00		9.82		0.00		0.09		
1618295941.047210925		0.00		0.00		0.00		9.86		-0.04		0.17		
1618295941.057220367		0.00		0.00		0.00		9.82		-0.03		0.20		
1618295941.067196767		0.00		0.00		0.00		9.81		0.01		0.11		
1618295941.077215806		0.00		-0.00		0.00		9.83		-0.02		0.15		
1618295941.087213055		0.00		0.00		0.00		9.82		0.02		0.11		
1618295941.097219040		0.00		0.00		0.00		9.80		0.04		0.09		
1618295941.107194427		-0.00		-0.00		0.00		9.80		0.01		0.11		
1618295941.117218787		-0.00		0.00		-0.00		9.82		0.00		0.13		
1618295941.127207260		-0.00		0.00		-0.00		9.82		0.01		0.10		
1618295941.137209537		0.00		0.00		0.00		9.82		-0.03		0.15		
1618295941.147224469		0.15		-0.15		16.11		0.03		48.58		14.29		
1618295941.157212861		0.00		-0.00		0.00		9.82		-0.02		0.15		
1618295941.167221782		0.00		0.00		0.00		9.83		0.01		0.10		
1618295941.177218220		-0.00		-0.00		0.00		9.83		0.00		0.12		
1618295941.187217071		0.00		0.00		0.00		9.82		0.00		0.13		
1618295941.197213989		0.00		-0.00		0.00		9.83		0.01		0.11		
1618295941.207201860		-0.00		-0.00		0.00		9.82		0.02		0.09		
1618295941.217226170		-0.00		0.00		0.00		9.84		-0.03		0.15		
1618295941.227211135		0.00		0.00		0.00		9.82		0.00		0.11		
1618295941.237224214		0.15		-0.29		16.55		-2.82		37.14		20.00		
1618295941.247219569		0.00		0.00		0.00		9.84		0.02		0.10		
1618295941.257229081		0.00		0.00		0.00		9.82		0.02		0.10		
1618295941.267194450		0.00		0.00		0.00		9.82		0.01		0.15		
1618295941.277223398		0.00		0.00		0.00		9.83		-0.01		0.13		
1618295941.287217871		0.00		0.00		0.00		9.83		-0.03		0.16		
1618295941.297242382		0.00		-0.15		16.41		0.03		40.01		20.00		
1618295941.307234150		-0.00		0.00		0.00		9.86		-0.06		0.19		
1618295941.317196463		0.00		0.00		0.00		9.83		-0.04		0.19		
1618295941.327200074		-0.00		0.00		0.00		9.82		0.01		0.11		
1618295941.337226627		0.00		0.00		0.00		9.81		-0.02		0.18		
1618295941.347237021		0.00		-0.00		0.00		9.80		0.03		0.11		
1618295941.357186731		-0.00		-0.00		0.00		9.81		-0.01		0.12		
1618295941.367213845		0.00		0.00		0.00		9.83		-0.04		0.15		
1618295941.377207086		-0.00		-0.00		0.00		9.83		-0.01		0.15		
1618295941.387206359		-0.00		0.00		0.00		9.82		-0.01		0.12		
1618295941.397215600		0.00		-0.15		16.41		2.89		34.29		20.00		
1618295941.407199123		0.00		0.00		0.00		9.83		0.00		0.12		
1618295941.417233852		-0.00		0.00		0.00		9.83		-0.04		0.16		
1618295941.427215963		0.00		-0.00		0.00		9.81		0.01		0.12		
1618295941.437225374		0.15		0.00		16.85		-8.54		42.85		20.00		
1618295941.447202765		0.00		-0.00		0.00		9.81		0.01		0.12		
1618295941.457212547		0.00		0.00		0.00		9.84		-0.06		0.17		
1618295941.467234292		-0.00		0.00		0.00		9.80		0.00		0.16		
1618295941.477244215		0.00		0.00		0.00		9.82		-0.02		0.13		
1618295941.487208442		0.00		0.00		0.00		9.81		0.01		0.10		
1618295941.497216060		0.00		-0.00		0.00		9.82		0.00		0.12		
1618295941.507238816		0.44		-0.29		16.99		-8.54		42.85		14.29		
1618295941.517214074		0.00		0.00		0.00		9.82		0.00		0.15		
1618295941.527208868		0.00		-0.00		0.00		9.82		0.00		0.11		
1618295941.537220273		0.00		0.00		0.00		9.86		-0.03		0.16		
1618295941.547230296		0.15		-0.44		16.55		-8.54		48.57		14.29		
1618295941.557204982		0.00		0.00		0.00		9.82		-0.04		0.18		
1618295941.567207170		0.00		0.00		0.00		9.82		0.01		0.12		
1618295941.577219397		-0.00		-0.00		0.00		9.79		0.02		0.11		
1618295941.587204222		-0.00		0.00		0.00		9.84		-0.01		0.11		
1618295941.597205659		0.00		-0.00		0.00		9.81		-0.03		0.16		
1618295941.607218758		-0.15		0.15		16.41		0.03		31.43		14.29		
1618295941.617252645		0.00		-0.00		0.00		9.84		-0.04		0.18		
1618295941.627212033		0.00		0.00		0.00		9.84		-0.03		0.17		
1618295941.637195776		0.00		0.00		0.00		9.80		-0.01		0.15		
1618295941.647189338		0.00		-0.00		0.00		9.83		-0.03		0.17		
1618295941.657222564		0.00		0.00		0.00		9.83		0.01		0.13		
1618295941.667205246		0.00		0.00		0.00		9.83		0.01		0.13		
1618295941.677209748		-0.00		-0.00		0.00		9.82		0.02		0.10		
1618295941.687205223		-0.00		0.00		0.00		9.81		0.02		0.12		
1618295941.697204115		0.00		-0.00		0.00		9.82		-0.02		0.15		
1618295941.707220259		0.29		-0.29		16.55		-2.82		42.85		14.29		
1618295941.717230883		-0.00		-0.00		0.00		9.81		0.04		0.09		
1618295941.727207614		0.00		-0.00		0.00		9.81		0.01		0.11		
1618295941.737215051		0.00		0.00		0.00		9.81		0.00		0.08		
1618295941.747217981		0.00		0.00		0.00		9.83		0.02		0.13		
1618295941.757207535		0.00		0.00		0.00		9.82		-0.01		0.15		
1618295941.767212658		0.00		-0.00		0.00		9.80		-0.01		0.13		
1618295941.777221960		0.00		0.00		0.00		9.80		0.02		0.10		
1618295941.787194843		0.00		0.00		0.00		9.83		-0.03		0.16		
1618295941.797222218		0.00		0.00		0.00		9.82		0.00		0.15		
1618295941.807200932		0.00		0.00		0.00		9.79		-0.02		0.17		
1618295941.817199393		0.00		-0.00		0.00		9.82		-0.02		0.15		
1618295941.827211209		-0.00		0.00		0.00		9.82		-0.02		0.15		
1618295941.837219258		0.00		-0.00		0.00		9.80		-0.02		0.16		
1618295941.847224452		0.29		0.00		16.26		5.75		31.43		14.29		
1618295941.857216861		0.00		0.00		0.00		9.84		-0.06		0.18		
1618295941.867214110		0.00		-0.00		0.00		9.83		-0.02		0.15		
1618295941.877201490		0.00		0.00		0.00		9.82		0.01		0.10		
1618295941.887210942		0.00		0.00		0.00		9.80		0.03		0.09		
1618295941.897209253		0.00		0.00		0.00		9.82		-0.01		0.15		
1618295941.907229835		0.15		-0.15		16.55		-2.82		39.99		14.29		
1618295941.917203740		0.00		0.00		0.00		9.83		-0.01		0.13		
1618295941.927217580		0.00		0.00		0.00		9.81		0.03		0.08		
1618295941.937205401		0.00		0.00		0.00		9.80		0.04		0.07		
1618295941.947213540		0.00		-0.00		0.00		9.84		-0.03		0.18		
1618295941.957206200		0.00		0.00		0.00		9.82		-0.01		0.12		
1618295941.967209581		0.00		-0.00		0.00		9.82		0.01		0.12		
1618295941.977207771		0.00		0.00		0.00		9.84		-0.06		0.17		
1618295941.987200401		0.00		0.00		0.00		9.84		-0.01		0.11		
1618295941.997215182		0.00		0.00		0.00		9.83		-0.03		0.16		
1618295942.007225906		-0.00		0.00		0.00		9.82		-0.02		0.15		
1618295942.017225991		0.15		0.00		16.26		-5.68		39.99		20.00		
1618295942.027227768		0.00		0.00		0.00		9.86		-0.03		0.16		
1618295942.037223955		0.00		0.00		0.00		9.80		0.00		0.16		
1618295942.047202268		0.00		0.00		0.00		9.79		0.01		0.10		
1618295942.057206790		0.00		0.00		0.00		9.82		0.01		0.10		
1618295942.067218205		0.00		-0.00		0.00		9.81		-0.01		0.17		
1618295942.077554029		0.00		0.00		0.00		9.80		0.02		0.11		
1618295942.087233251		-0.00		0.00		-0.00		9.81		0.02		0.11		
1618295942.097254064		0.00		-0.00		0.00		9.84		-0.01		0.13		
1618295942.107209364		0.00		0.00		0.00		9.83		-0.02		0.15		
1618295942.117223374		0.29		-0.29		16.11		2.89		34.29		20.00		
1618295942.127218098		-0.00		0.00		0.00		9.82		-0.04		0.17		
1618295942.137202903		0.00		0.00		0.00		9.86		-0.04		0.16		
1618295942.147202326		0.00		0.00		0.00		9.80		-0.02		0.16		
1618295942.157220034		0.00		0.00		0.00		9.80		0.00		0.13		
1618295942.167196663		0.00		-0.00		0.00		9.83		-0.03		0.16		
1618295942.177218398		0.00		-0.15		16.41		-2.82		37.14		20.00		
1618295942.187203143		0.00		0.00		0.00		9.83		0.00		0.11		
1618295942.197189973		0.00		0.00		0.00		9.79		0.03		0.11		
1618295942.207220664		0.00		0.00		0.00		9.82		0.00		0.16		
1618295942.217196142		0.00		-0.00		0.00		9.83		-0.01		0.15		
1618295942.227199462		0.15		-0.15		16.26		5.75		31.43		14.29		
1618295942.237223571		0.00		-0.00		0.00		9.81		0.03		0.11		
1618295942.247236489		0.00		-0.00		-0.00		9.81		0.02		0.12		
1618295942.257205755		0.00		-0.00		-0.00		9.82		-0.01		0.12		
1618295942.267199788		0.00		-0.00		-0.00		9.83		-0.03		0.16		
1618295942.277210241		0.00		0.00		0.00		9.80		0.02		0.10		
1618295942.287218671		0.00		0.00		0.00		9.84		-0.03		0.16		
1618295942.297198306		0.00		-0.00		0.00		9.82		-0.03		0.16		
1618295942.307223107		0.00		0.00		0.00		9.83		0.00		0.13		
1618295942.317224694		0.00		-0.00		0.00		9.83		0.01		0.12		
1618295942.327213967		0.00		0.00		0.00		9.79		0.01		0.12		
1618295942.337215013		0.00		0.00		0.00		9.82		0.01		0.12		
1618295942.347222511		0.00		0.00		-0.00		9.82		-0.01		0.18		
1618295942.357212266		0.00		-0.00		-0.00		9.82		-0.01		0.13		
1618295942.367212380		0.00		0.00		-0.00		9.78		0.02		0.09		
1618295942.377205190		0.00		0.00		0.00		9.83		0.00		0.13		
1618295942.387187361		0.00		-0.00		0.00		9.83		-0.03		0.17		
1618295942.397270781		0.00		0.00		0.00		9.83		-0.01		0.15		
1618295942.407250487		0.00		0.00		0.00		9.81		0.01		0.11		
1618295942.417211648		0.00		-0.00		0.00		9.82		0.00		0.10		
1618295942.427198788		0.00		0.00		0.00		9.82		0.01		0.11		
1618295942.437226273		0.00		-0.00		0.00		9.80		0.01		0.13		
1618295942.447199186		0.00		-0.00		0.00		9.82		0.01		0.11		
1618295942.457221391		0.00		0.00		0.00		9.83		-0.03		0.15		
1618295942.467222397		0.00		0.00		0.00		9.81		-0.02		0.16		
1618295942.477229144		0.15		-0.15		16.70		-2.82		39.99		20.00		
1618295942.487217736		0.00		-0.00		0.00		9.83		0.01		0.12		
1618295942.497216818		0.00		-0.00		0.00		9.82		0.00		0.11		
1618295942.507199540		0.00		0.00		0.00		9.80		0.03		0.08		
1618295942.517218449		0.00		0.00		0.00		9.83		0.00		0.13		
1618295942.527224645		0.00		0.00		0.00		9.80		0.01		0.12		
1618295942.537222063		-0.00		0.00		0.00		9.83		-0.02		0.11		
1618295942.547261311		0.15		0.15		16.26		0.03		31.43		14.29		
1618295942.557199910		0.00		-0.00		0.00		9.81		0.02		0.13		
1618295942.567201346		0.00		-0.00		0.00		9.81		0.01		0.12		
1618295942.577209305		0.00		0.00		0.00		9.82		-0.02		0.13		
1618295942.587242261		0.44		-0.15		16.41		5.75		34.29		14.29		
1618295942.597238968		-0.00		0.00		0.00		9.80		0.02		0.13		
1618295942.607213414		0.00		-0.15		16.41		0.03		34.29		14.29		
1618295942.617215782		0.00		-0.00		0.00		9.80		0.01		0.11		
1618295942.627217339		-0.00		0.00		0.00		9.82		0.03		0.10		
1618295942.637213857		0.00		-0.00		0.00		9.82		0.00		0.16		
1618295942.647213440		0.00		0.00		0.00		9.83		-0.01		0.12		
1618295942.657237278		0.00		-0.00		0.00		9.84		-0.02		0.16		
1618295942.667225861		0.00		0.00		0.00		9.82		-0.01		0.12		
1618295942.677217469		0.00		0.00		0.00		9.83		-0.02		0.18		
1618295942.687224887		0.00		-0.15		16.55		-8.54		51.42		14.29		
1618295942.697199363		0.00		-0.00		0.00		9.82		-0.03		0.15		
1618295942.707230365		0.00		-0.00		0.00		9.82		0.01		0.10		
1618295942.717208528		0.00		0.00		0.00		9.80		0.03		0.10		
1618295942.727201328		0.00		0.00		0.00		9.80		0.02		0.10		
1618295942.737197625		0.00		-0.00		0.00		9.82		0.00		0.12		
1618295942.747205664		0.00		0.00		0.00		9.84		-0.01		0.12		
1618295942.757212350		0.00		0.00		0.00		9.82		0.00		0.11		
1618295942.767213626		0.00		0.00		0.00		9.80		0.00		0.13		
1618295942.777226785		-0.15		-0.00		16.55		2.89		31.43		20.00		
1618295942.787221419		0.00		-0.00		0.00		9.81		0.01		0.13		
1618295942.797200744		0.00		0.00		0.00		9.82		0.01		0.10		
1618295942.807229551		0.29		0.15		16.11		0.03		37.15		14.29		
1618295942.817220318		-0.00		0.00		0.00		9.81		0.03		0.10		
1618295942.827235300		0.00		0.00		0.00		9.83		-0.04		0.17		
1618295942.837220877		0.00		0.00		0.00		9.82		0.00		0.15		
